source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Eloy Antheaume,"Saint Gilles, Paris",Famille,Marguerite Antheaume,"Saint Eustache, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Marguerite Antheaume,"Saint Eustache, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Antheaume,"Saint Eustache, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Claude Du Mesnil,Paris,Famille,"Jehan Ory, père",,,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Claude Du Mesnil,Paris,Famille,Jehan Ory  ,,,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
"Jehan Ory, père",Paris,Famille,Jehan Ory  ,,,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,"Eloy Antheaume, père",Paris,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Marie Boucher,"Saint Severin, Paris",Commerce,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Severin, Paris",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
"Eloy Antheaume, père",Paris,Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
"Eloy Antheaume, père",Paris,Famille,Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Famille,Claude Du Mesnil,Paris,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",Famille,Pierre de Marle,"Saint Germain L'Auxerrois, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3406358 48.859699),"Saint-Germain l'Auxerrois, Accès Parking Saint-Germain l'Auxerrois, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3406358 48.859699),"Saint-Germain l'Auxerrois, Accès Parking Saint-Germain l'Auxerrois, Quartier Saint-Germain-l'Auxerrois, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Claude Du Mesnil,Paris,Famille,Jehan Du Mesnil,,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Catherine Benard,Paris,Famille,Pierre Girard,,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Claude Gohard,"Saint Sulpice, Paris",Finance ,Eloy Antheaume,"Saint Gilles, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3307217 48.8510854),"Saint-Sulpice, Rue Cassette, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Claude Gohard,"Saint Sulpice, Paris",Finance ,Marie Boucher,"Saint Severin, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3307217 48.8510854),"Saint-Sulpice, Rue Cassette, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Claude Gohard,"Saint Sulpice, Paris",Finance ,Marguerite Antheaume,"Saint Germain L'Auxerrois, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3307217 48.8510854),"Saint-Sulpice, Rue Cassette, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.34134737450331 48.859505549999994),"Église Saint-Germain l'Auxerrois, Rue des Prêtres Saint-Germain l'Auxerrois, 75001, Rue des Prêtres Saint-Germain l'Auxerrois, Paris, Île-de-France, France"
Claude Gohard,"Saint Sulpice, Paris",Finance ,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3307217 48.8510854),"Saint-Sulpice, Rue Cassette, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Claude Du Mesnil,Paris,Finance ,Catherine Benard,Paris,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Finance ,Catherine Benard,Paris,,Bourlet,MC/ET/XCIX/258,Transaction,17/03/1674,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Commerce,Marie Boucher,,,Langlois,MC/ET/CIX/249,Procuration,19/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Marie Boucher,,,Langlois,MC/ET/CIX/249,Procuration,19/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Eloy Antheaume père,"Saint Germain des Prés, Paris",Famille,Claude Du Mesnil,"Saint Germain des Prés, Paris",,Langlois,MC/ET/CIX/249,Procuration,19/08/1671,POINT (2.3337071 48.8544286),"Quartier de Saint-Germain-des-Prés, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",POINT (2.3337071 48.8544286),"Saint-Germain-des-Prés, 75006, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Eloy Antheaume père,"Saint Germain des Prés, Paris",,Langlois,MC/ET/CIX/249,Procuration,19/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.3337071 48.8544286),"Saint-Germain-des-Prés, 75006, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Claude Du Mesnil,"Saint Germain des Prés, Paris",,Langlois,MC/ET/CIX/249,Procuration,19/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.3337071 48.8544286),"Saint-Germain-des-Prés, 75006, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Anne Vallet,"Saint Leu Saint Gilles, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Hubert Antheaume,"Saint Severin, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345094362010094 48.85245535),"Îlot Saint-Séverin, 75005, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Leu Saint Gilles, Paris",Famille,Madeleine Antheaume,"Saint Lazare, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.3253531 48.8754153),"Saint-Lazare, Rue Saint-Lazare, 75009, Rue Saint-Lazare, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Severin, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3457123554128168 48.852094550000004),"Église Saint-Séverin, 3, Rue des Prêtres Saint-Séverin, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Jacques Antheaume,"Saint Nicolas des Champs, Paris",Famille,Madeleine Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Madeleine Antheaume,"Saint Nicolas des Champs, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Lescallier,"Saint Nicolas des Champs, Paris",Famille,Jean Antheaume père,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Lescallier,"Saint Nicolas des Champs, Paris",Famille,Joseph Estienne Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Marguerite Lescallier,"Saint Nicolas des Champs, Paris",Famille,Jean Antheaume,"Saint Nicolas des Champs, Paris",,Langlois,MC/ET/CIX/249,Constitution,28/08/1671,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
